Emotions,Path
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-01-01-02-05.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-01-02-01-05.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-01-02-02-05.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-02-01-01-05.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-02-01-02-05.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-02-02-01-05.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-02-02-02-05.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-01-01-01-05.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-01-01-02-05.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-01-02-01-05.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-01-02-02-05.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-02-01-01-05.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-02-01-02-05.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-02-02-01-05.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-02-02-02-05.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-01-01-01-05.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-01-01-02-05.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-01-02-01-05.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-01-02-02-05.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-02-01-01-05.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-02-01-02-05.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-02-02-01-05.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-02-02-02-05.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-01-01-01-01-06.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-01-01-01-02-06.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-01-01-02-01-06.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-01-01-02-02-06.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-01-01-01-06.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-01-01-02-06.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-01-02-01-06.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-01-02-02-06.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-02-01-01-06.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-02-01-02-06.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-02-02-01-06.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-02-02-02-06.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-01-01-01-06.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-01-01-02-06.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-01-02-01-06.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-01-02-02-06.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-02-01-01-06.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-02-01-02-06.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-02-02-01-06.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-02-02-02-06.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-01-01-01-06.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-01-01-02-06.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-01-02-01-06.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-01-02-02-06.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-02-01-01-06.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-02-01-02-06.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-02-02-01-06.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-02-02-02-06.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-01-01-01-06.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-01-01-02-06.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-01-02-01-06.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-01-02-02-06.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-02-01-01-06.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-02-01-02-06.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-02-02-01-06.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-02-02-02-06.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-01-01-01-06.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-01-01-02-06.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-01-02-01-06.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-01-02-02-06.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-02-01-01-06.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-02-01-02-06.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-02-02-01-06.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-02-02-02-06.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-01-01-01-06.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-01-01-02-06.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-01-02-01-06.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-01-02-02-06.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-02-01-01-06.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-02-01-02-06.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-02-02-01-06.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-02-02-02-06.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-01-01-01-06.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-01-01-02-06.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-01-02-01-06.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-01-02-02-06.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-02-01-01-06.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-02-01-02-06.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-02-02-01-06.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-02-02-02-06.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-01-01-01-01-07.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-01-01-01-02-07.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-01-01-02-01-07.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-01-01-02-02-07.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-01-01-01-07.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-01-01-02-07.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-01-02-01-07.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-01-02-02-07.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-02-01-01-07.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-02-01-02-07.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-02-02-01-07.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-02-02-02-07.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-01-01-01-07.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-01-01-02-07.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-01-02-01-07.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-01-02-02-07.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-02-01-01-07.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-02-01-02-07.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-02-02-01-07.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-02-02-02-07.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-01-01-01-07.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-01-01-02-07.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-01-02-01-07.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-01-02-02-07.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-02-01-01-07.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-02-01-02-07.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-02-02-01-07.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-02-02-02-07.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-01-01-01-07.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-01-01-02-07.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-01-02-01-07.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-01-02-02-07.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-02-01-01-07.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-02-01-02-07.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-02-02-01-07.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-02-02-02-07.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-01-01-01-07.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-01-01-02-07.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-01-02-01-07.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-01-02-02-07.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-02-01-01-07.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-02-01-02-07.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-02-02-01-07.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-02-02-02-07.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-01-01-01-07.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-01-01-02-07.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-01-02-01-07.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-01-02-02-07.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-02-01-01-07.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-02-01-02-07.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-02-02-01-07.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-02-02-02-07.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-01-01-01-07.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-01-01-02-07.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-01-02-01-07.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-01-02-02-07.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-02-01-01-07.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-02-01-02-07.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-02-02-01-07.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-02-02-02-07.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-01-01-01-01-08.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-01-01-01-02-08.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-01-01-02-01-08.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-01-01-02-02-08.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-01-01-01-08.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-01-01-02-08.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-01-02-01-08.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-01-02-02-08.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-02-01-01-08.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-02-01-02-08.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-02-02-01-08.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-02-02-02-08.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-01-01-01-08.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-01-01-02-08.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-01-02-01-08.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-01-02-02-08.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-02-01-01-08.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-02-01-02-08.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-02-02-01-08.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-02-02-02-08.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-01-01-01-08.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-01-01-02-08.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-01-02-01-08.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-01-02-02-08.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-02-01-01-08.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-02-01-02-08.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-02-02-01-08.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-02-02-02-08.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-01-01-01-08.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-01-01-02-08.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-01-02-01-08.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-01-02-02-08.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-02-01-01-08.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-02-01-02-08.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-02-02-01-08.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-02-02-02-08.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-01-01-01-08.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-01-01-02-08.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-01-02-01-08.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-01-02-02-08.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-02-01-01-08.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-02-01-02-08.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-02-02-01-08.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-02-02-02-08.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-01-01-01-08.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-01-01-02-08.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-01-02-01-08.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-01-02-02-08.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-02-01-01-08.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-02-01-02-08.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-02-02-01-08.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-02-02-02-08.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-01-01-01-08.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-01-01-02-08.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-01-02-01-08.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-01-02-02-08.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-02-01-01-08.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-02-01-02-08.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-02-02-01-08.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-02-02-02-08.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-01-01-01-01-09.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-01-01-01-02-09.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-01-01-02-01-09.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-01-01-02-02-09.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-02-01-01-01-09.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-02-01-01-02-09.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-02-01-02-01-09.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-02-01-02-02-09.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-02-02-01-01-09.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-02-02-01-02-09.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-02-02-02-01-09.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-02-02-02-02-09.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-03-01-01-01-09.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-03-01-01-02-09.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-03-01-02-01-09.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-03-01-02-02-09.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-03-02-01-01-09.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-03-02-01-02-09.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-03-02-02-01-09.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-03-02-02-02-09.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-04-01-01-01-09.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-04-01-01-02-09.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-04-01-02-01-09.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-04-01-02-02-09.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-04-02-01-01-09.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-04-02-01-02-09.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-04-02-02-01-09.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-04-02-02-02-09.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-05-01-01-01-09.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-05-01-01-02-09.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-05-01-02-01-09.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-05-01-02-02-09.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-05-02-01-01-09.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-05-02-01-02-09.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-05-02-02-01-09.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-05-02-02-02-09.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-06-01-01-01-09.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-06-01-01-02-09.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-06-01-02-01-09.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-06-01-02-02-09.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-06-02-01-01-09.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-06-02-01-02-09.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-06-02-02-01-09.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-06-02-02-02-09.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-07-01-01-01-09.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-07-01-01-02-09.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-07-01-02-01-09.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-07-01-02-02-09.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-07-02-01-01-09.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-07-02-01-02-09.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-07-02-02-01-09.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-07-02-02-02-09.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-08-01-01-01-09.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-08-01-01-02-09.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-08-01-02-01-09.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-08-01-02-02-09.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-08-02-01-01-09.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-08-02-01-02-09.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-08-02-02-01-09.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_09\03-01-08-02-02-02-09.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-01-01-01-01-10.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-01-01-01-02-10.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-01-01-02-01-10.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-01-01-02-02-10.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-02-01-01-01-10.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-02-01-01-02-10.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-02-01-02-01-10.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-02-01-02-02-10.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-02-02-01-01-10.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-02-02-01-02-10.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-02-02-02-01-10.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-02-02-02-02-10.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-03-01-01-01-10.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_10\03-01-03-01-01-02-10.wav
